NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,주소,경도,위도
24,서울특별시 강서구 가양동,1461,1461,0,가양2단지(성지),34.44,201112,28,"14,000",12,1992,허준로 47,서울특별시 강서구 가양동 1461,126.847174411361,37.5704957193283
25,서울특별시 강서구 가양동,1461,1461,0,가양2단지(성지),39.6,201112,28,"18,000",3,1992,허준로 47,서울특별시 강서구 가양동 1461,126.847174411361,37.5704957193283
26,서울특별시 강서구 염창동,258-1,258,1,동아3,59.83,201112,28,"33,700",16,1999,양천로 731,서울특별시 강서구 염창동 258-1,126.877425235008,37.5501995704814
27,서울특별시 강서구 등촌동,715,715,0,등촌동아이파크,84.7556,201112,28,"49,500",14,2005,등촌로 163,서울특별시 강서구 등촌동 715,126.859981715413,37.5439005769284
28,서울특별시 강서구 염창동,299,299,0,강변힐스테이트,84.99,201112,28,"45,000",6,2005,양천로75길 19,서울특별시 강서구 염창동 299,126.874542960241,37.5512518819948
29,서울특별시 강서구 내발산동,749,749,0,마곡수명산파크5단지,59.87,201112,27,"30,000",7,2008,수명로2길 105,서울특별시 강서구 내발산동 749,126.827067848467,37.5519895481685
30,서울특별시 강서구 가양동,1475,1475,0,강변,39.6,201112,27,"18,500",7,1992,허준로 139,서울특별시 강서구 가양동 1475,126.855667621933,37.5652163063579
31,서울특별시 강서구 가양동,1475,1475,0,강변,34.44,201112,27,"16,300",10,1992,허준로 139,서울특별시 강서구 가양동 1475,126.855667621933,37.5652163063579
32,서울특별시 강서구 가양동,1490,1490,0,가양도시개발9-2단지,39.6,201112,27,"18,500",7,1993,허준로 234,서울특별시 강서구 가양동 1490,126.863532908859,37.5587212796979
33,서울특별시 강서구 가양동,1490,1490,0,가양도시개발9-2단지,39.6,201112,27,"18,000",1,1993,허준로 234,서울특별시 강서구 가양동 1490,126.863532908859,37.5587212796979
34,서울특별시 강서구 방화동,814,814,0,방화5,39.6,201112,27,"19,300",8,1994,금낭화로 287-19,서울특별시 강서구 방화동 814,126.810252932489,37.5771889702167
35,서울특별시 강서구 화곡동,474-18,474,18,푸른숲2차(474-18),76.559,201112,27,"23,000",6,2007,등촌로13자길 39-10,서울특별시 강서구 화곡동 474-18,126.855632644785,37.5375247353266
36,서울특별시 강서구 염창동,307,307,0,이너스내안에,84.94,201112,27,"38,400",5,2011,양천로67가길 56,서울특별시 강서구 염창동 307,126.870374571681,37.5535373547738
37,서울특별시 강서구 등촌동,561-1,561,1,대림e편한세상,96.73,201112,27,"55,000",9,2002,등촌로 137,서울특별시 강서구 등촌동 561-1,126.862627931358,37.5421371866212
38,서울특별시 강서구 등촌동,564-7,564,7,삼형.그레이스빌,55.178,201112,27,"26,000",12,2001,등촌로 91,서울특별시 강서구 등촌동 564-7,126.863185724031,37.538264528261
39,서울특별시 강서구 등촌동,691-3,691,3,부영,80.64,201112,27,"37,800",7,1994,강서로56나길 110,서울특별시 강서구 등촌동 691-3,126.843641011129,37.5635578457422
40,서울특별시 강서구 방화동,878,878,0,월드메르디앙101동,84.93,201112,27,"31,500",1,2004,양천로1길 117,서울특별시 강서구 방화동 878,126.809210001343,37.5750892365061
41,서울특별시 강서구 방화동,814,814,0,방화5,49.77,201112,27,"23,900",8,1994,금낭화로 287-19,서울특별시 강서구 방화동 814,126.810252932489,37.5771889702167
42,서울특별시 강서구 염창동,264-18,264,18,송촌,84.99,201112,27,"36,000",11,2005,공항대로71길 49,서울특별시 강서구 염창동 264-18,126.872823545766,37.5494942680921
43,서울특별시 강서구 마곡동,422,422,0,신안,59.98,201112,26,"20,000",1,1993,양천로30길 123-9,서울특별시 강서구 마곡동 422,126.823373808305,37.5687748573081
44,서울특별시 강서구 등촌동,695,695,0,주공5,58.14,201112,26,"28,300",10,1995,공항대로39길 74,서울특별시 강서구 등촌동 695,126.84486883674,37.5604516606831
45,서울특별시 강서구 등촌동,688,688,0,주공3,58.14,201112,26,"26,600",4,1995,강서로56나길 37,서울특별시 강서구 등촌동 688,126.841111422493,37.5616418349754
46,서울특별시 강서구 가양동,1461,1461,0,가양2단지(성지),34.44,201112,26,"15,500",11,1992,허준로 47,서울특별시 강서구 가양동 1461,126.847174411361,37.5704957193283
47,서울특별시 강서구 가양동,1485,1485,0,가양6단지,39.6,201112,26,"20,500",6,1992,허준로 175,서울특별시 강서구 가양동 1485,126.859294056062,37.5632291233676
48,서울특별시 강서구 방화동,817,817,0,동성,76.8,201112,26,"33,450",8,1993,금낭화로23길 8,서울특별시 강서구 방화동 817,126.812182127338,37.579602932122
49,서울특별시 강서구 내발산동,676-23,676,23,청솔샤르망1001동,84.7449,201112,26,"36,300",4,2004,우장산로4길 40,서울특별시 강서구 내발산동 676-23,126.838734177292,37.5529045325368
50,서울특별시 강서구 화곡동,1145,1145,0,우장산롯데캐슬,85.0,201112,26,"48,000",25,2003,공항대로 382,서울특별시 강서구 화곡동 1145,126.848318501804,37.5556368030986
51,서울특별시 강서구 등촌동,688,688,0,주공3,58.14,201112,25,"31,000",12,1995,강서로56나길 37,서울특별시 강서구 등촌동 688,126.841111422493,37.5616418349754
52,서울특별시 강서구 방화동,286-1,286,1,한미(286-1),47.22,201112,24,"25,500",4,1988,양천로23길 9,서울특별시 강서구 방화동 286-1,126.81513397352,37.5738271799437
53,서울특별시 강서구 염창동,249-11,249,11,현대2,59.36,201112,24,"23,200",5,1993,양천로73길 6,서울특별시 강서구 염창동 249-11,126.872798397714,37.5510408939318
54,서울특별시 강서구 가양동,1461,1461,0,가양2단지(성지),34.69,201112,24,"14,500",7,1992,허준로 47,서울특별시 강서구 가양동 1461,126.847174411361,37.5704957193283
55,서울특별시 강서구 등촌동,632-4,632,4,삼성한사랑1,59.73,201112,24,"26,100",10,1997,양천로66길 6,서울특별시 강서구 등촌동 632-4,126.863891749666,37.5552005985963
56,서울특별시 강서구 가양동,1485,1485,0,가양6단지,49.5,201112,24,"24,800",5,1992,허준로 175,서울특별시 강서구 가양동 1485,126.859294056062,37.5632291233676
57,서울특별시 강서구 염창동,300,300,0,강변한솔솔파크,84.97,201112,24,"42,300",4,2005,양천로63길 38,서울특별시 강서구 염창동 300,126.866552401948,37.5566842439508
58,서울특별시 강서구 가양동,1461,1461,0,가양2단지(성지),34.69,201112,24,"10,000",3,1992,허준로 47,서울특별시 강서구 가양동 1461,126.847174411361,37.5704957193283
59,서울특별시 강서구 염창동,297,297,0,월드메르디앙,59.81,201112,23,"31,000",8,2004,양천로71길 38,서울특별시 강서구 염창동 297,126.872794958712,37.5527980157628
60,서울특별시 강서구 화곡동,1159,1159,0,"우장산아이파크,이편한세상",84.97,201112,23,"62,000",13,2008,강서로 266,서울특별시 강서구 화곡동 1159,126.838765589968,37.5493547358614
61,서울특별시 강서구 가양동,1490,1490,0,가양도시개발9-2단지,49.5,201112,23,"26,000",12,1993,허준로 234,서울특별시 강서구 가양동 1490,126.863532908859,37.5587212796979
62,서울특별시 강서구 가양동,1490,1490,0,가양도시개발9-2단지,49.5,201112,23,"24,870",3,1993,허준로 234,서울특별시 강서구 가양동 1490,126.863532908859,37.5587212796979
63,서울특별시 강서구 화곡동,1145,1145,0,우장산롯데캐슬,85.0,201112,23,"51,000",7,2003,공항대로 382,서울특별시 강서구 화곡동 1145,126.848318501804,37.5556368030986
64,서울특별시 강서구 화곡동,914-3,914,3,일성스카이빌,58.67,201112,23,"18,000",3,2001,강서로5나길 50,서울특별시 강서구 화곡동 914-3,126.845400642882,37.5287942460564
65,서울특별시 강서구 염창동,270-1,270,1,태영,59.97,201112,23,"28,000",14,1999,공항대로61길 60,서울특별시 강서구 염창동 270-1,126.867211516118,37.5533776970786
66,서울특별시 강서구 내발산동,753,753,0,마곡수명산파크4단지,84.53,201112,23,"40,000",12,2008,수명로1길 16,서울특별시 강서구 내발산동 753,126.823351155728,37.5512348671569
67,서울특별시 강서구 내발산동,741,741,0,마곡수명산파크2단지,84.53,201112,22,"43,000",12,2007,강서로47길 158,서울특별시 강서구 내발산동 741,126.827440597469,37.5545042353103
68,서울특별시 강서구 염창동,263,263,0,태진한솔,84.97,201112,22,"34,000",2,1994,공항대로71길 54,서울특별시 강서구 염창동 263,126.874025170747,37.5491303816883
69,서울특별시 강서구 가양동,1461,1461,0,가양2단지(성지),39.6,201112,22,"17,200",9,1992,허준로 47,서울특별시 강서구 가양동 1461,126.847174411361,37.5704957193283
70,서울특별시 강서구 가양동,1461,1461,0,가양2단지(성지),39.6,201112,22,"18,300",12,1992,허준로 47,서울특별시 강서구 가양동 1461,126.847174411361,37.5704957193283
71,서울특별시 강서구 가양동,251-5,251,5,향교,58.27,201112,22,"24,000",4,2003,양천로49길 49-6,서울특별시 강서구 가양동 251-5,126.840099713018,37.5708946796857
72,서울특별시 강서구 화곡동,1091,1091,0,화곡푸르지오,130.279,201112,22,"60,000",7,2002,화곡로13길 107,서울특별시 강서구 화곡동 1091,126.831442765438,37.5446220190794
73,서울특별시 강서구 방화동,860,860,0,마곡서광(치현마을),59.67,201112,22,"23,700",12,1998,양천로27길 129,서울특별시 강서구 방화동 860,126.819298295646,37.5793097745828
74,서울특별시 강서구 내발산동,732,732,0,태승훼미리3차,84.46,201112,22,"25,000",6,2004,강서로45길 138,서울특별시 강서구 내발산동 732,126.831447841269,37.551363561959
75,서울특별시 강서구 가양동,1496,1496,0,일신건영휴먼빌,84.95,201112,21,"41,500",8,2004,강서로 490,서울특별시 강서구 가양동 1496,126.842201078875,37.568917121163
76,서울특별시 강서구 등촌동,713,713,0,대동황토방2,80.93,201112,21,"39,500",8,2003,공항대로55길 50,서울특별시 강서구 등촌동 713,126.862401758505,37.5551770674789
77,서울특별시 강서구 가양동,1490,1490,0,가양도시개발9-2단지,34.44,201112,21,"16,200",2,1993,허준로 234,서울특별시 강서구 가양동 1490,126.863532908859,37.5587212796979
78,서울특별시 강서구 내발산동,753,753,0,마곡수명산파크4단지,59.84,201112,21,"32,700",15,2008,수명로1길 16,서울특별시 강서구 내발산동 753,126.823351155728,37.5512348671569
79,서울특별시 강서구 내발산동,688-4,688,4,수명산태송팰리채,72.073,201112,21,"27,000",6,2008,강서로47마길 15,서울특별시 강서구 내발산동 688-4,126.831304273145,37.5527010674047
80,서울특별시 강서구 화곡동,1153,1153,0,호용그린피아,83.22,201112,21,"30,000",10,2005,화곡로43가길 44,서울특별시 강서구 화곡동 1153,126.843923569447,37.5486127569863
81,서울특별시 강서구 내발산동,657,657,0,우장산힐스테이트,84.98,201112,21,"61,000",18,2005,강서로 348,서울특별시 강서구 내발산동 657,126.838965102044,37.5562956592551
82,서울특별시 강서구 염창동,293,293,0,한강동아,59.97,201112,21,"22,000",16,1998,양천로73길 80,서울특별시 강서구 염창동 293,126.874209750249,37.5539729003829
83,서울특별시 강서구 염창동,307,307,0,이너스내안에,84.41,201112,20,"40,625",4,2011,양천로67가길 56,서울특별시 강서구 염창동 307,126.870374571681,37.5535373547738
84,서울특별시 강서구 화곡동,914-3,914,3,일성스카이빌,59.96,201112,20,"18,000",13,2001,강서로5나길 50,서울특별시 강서구 화곡동 914-3,126.845400642882,37.5287942460564
85,서울특별시 강서구 등촌동,691-1,691,1,동성,101.88,201112,20,"48,500",12,1995,강서로68길 108,서울특별시 강서구 등촌동 691-1,126.845798929518,37.5638696352592
86,서울특별시 강서구 화곡동,1159,1159,0,"우장산아이파크,이편한세상",59.98,201112,20,"43,000",10,2008,강서로 266,서울특별시 강서구 화곡동 1159,126.838765589968,37.5493547358614
87,서울특별시 강서구 내발산동,657,657,0,우장산힐스테이트,59.98,201112,19,"42,500",8,2005,강서로 348,서울특별시 강서구 내발산동 657,126.838965102044,37.5562956592551
88,서울특별시 강서구 염창동,303,303,0,강변코아루,84.77,201112,19,"35,300",1,2007,양천로71길 54,서울특별시 강서구 염창동 303,126.873456154135,37.5532976986152
89,서울특별시 강서구 염창동,292,292,0,동아,59.97,201112,19,"27,400",6,1998,양천로69길 58,서울특별시 강서구 염창동 292,126.873119215493,37.5548515573392
90,서울특별시 강서구 등촌동,632-4,632,4,삼성한사랑1,59.69,201112,19,"26,800",15,1997,양천로66길 6,서울특별시 강서구 등촌동 632-4,126.863891749666,37.5552005985963
91,서울특별시 강서구 가양동,1485,1485,0,가양6단지,58.65,201112,19,"27,000",8,1992,허준로 175,서울특별시 강서구 가양동 1485,126.859294056062,37.5632291233676
92,서울특별시 강서구 방화동,832,832,0,청솔,39.36,201112,19,"17,700",9,1994,방화대로47길 55,서울특별시 강서구 방화동 832,126.812965285254,37.5756309765944
93,서울특별시 강서구 화곡동,1145,1145,0,우장산롯데캐슬,134.99,201112,17,"66,000",8,2003,공항대로 382,서울특별시 강서구 화곡동 1145,126.848318501804,37.5556368030986
94,서울특별시 강서구 내발산동,659-1,659,1,강서월드메르디앙,84.8945,201112,17,"47,000",11,2006,공항대로42길 54-26,서울특별시 강서구 내발산동 659-1,126.843013179215,37.556864954614
95,서울특별시 강서구 마곡동,422,422,0,신안,59.98,201112,17,"28,000",10,1993,양천로30길 123-9,서울특별시 강서구 마곡동 422,126.823373808305,37.5687748573081
96,서울특별시 강서구 방화동,831,831,0,방화4단지,134.61,201112,17,"53,200",6,1994,방화대로47가길 22,서울특별시 강서구 방화동 831,126.814663568613,37.5770009123079
97,서울특별시 강서구 염창동,305,305,0,염창1차보람더하임,84.98,201112,17,"55,000",8,2008,양천로 666,서울특별시 강서구 염창동 305,126.870295152244,37.5516285043884
98,서울특별시 강서구 마곡동,716,716,0,한솔솔파크,59.81,201112,17,"32,000",13,2005,양천로30길 77,서울특별시 강서구 마곡동 716,126.82331418689,37.569719911244
99,서울특별시 강서구 방화동,614-11,614,11,원미,54.75,201112,16,"25,000",5,1988,개화동로27길 43,서울특별시 강서구 방화동 614-11,126.808913292816,37.5648113868815
100,서울특별시 강서구 화곡동,921-18,921,18,동훈타마르(921-18),58.55,201112,16,"27,000",14,2011,곰달래로 70,서울특별시 강서구 화곡동 921-18,126.840490207705,37.5299154986179
101,서울특별시 강서구 염창동,289,289,0,신동아,84.9,201112,16,"41,800",13,1995,양천로67길 32,서울특별시 강서구 염창동 289,126.869050974189,37.5551294880285
102,서울특별시 강서구 화곡동,1159,1159,0,"우장산아이파크,이편한세상",59.98,201112,16,"40,000",3,2008,강서로 266,서울특별시 강서구 화곡동 1159,126.838765589968,37.5493547358614
103,서울특별시 강서구 내발산동,657,657,0,우장산힐스테이트,59.98,201112,16,"40,800",4,2005,강서로 348,서울특별시 강서구 내발산동 657,126.838965102044,37.5562956592551
104,서울특별시 강서구 내발산동,657,657,0,우장산힐스테이트,84.98,201112,16,"58,500",6,2005,강서로 348,서울특별시 강서구 내발산동 657,126.838965102044,37.5562956592551
105,서울특별시 강서구 마곡동,1181,1181,0,마곡청구아파트,59.91,201112,16,"25,400",9,1998,양천로26길 103,서울특별시 강서구 마곡동 1181,126.821419397243,37.5729528003044
106,서울특별시 강서구 화곡동,840-6,840,6,그라비스,79.26,201112,16,"27,000",7,2007,강서로10길 193,서울특별시 강서구 화곡동 840-6,126.858644414182,37.5314468080852
107,서울특별시 강서구 방화동,814,814,0,방화5,33.18,201112,15,"16,000",5,1994,금낭화로 287-19,서울특별시 강서구 방화동 814,126.810252932489,37.5771889702167
108,서울특별시 강서구 염창동,303,303,0,강변코아루,114.78,201112,15,"56,000",11,2007,양천로71길 54,서울특별시 강서구 염창동 303,126.873456154135,37.5532976986152
109,서울특별시 강서구 공항동,1371,1371,0,해태,84.27,201112,15,"30,500",8,2000,방화대로 259,서울특별시 강서구 공항동 1371,126.815786689665,37.5637619304778
110,서울특별시 강서구 내발산동,711-6,711,6,청솔수(711-6),84.92,201112,15,"33,000",1,2007,강서로47마길 71,서울특별시 강서구 내발산동 711-6,126.832485324659,37.5503160972745
111,서울특별시 강서구 화곡동,1091,1091,0,화곡푸르지오,144.123,201112,15,"67,000",3,2002,화곡로13길 107,서울특별시 강서구 화곡동 1091,126.831442765438,37.5446220190794
112,서울특별시 강서구 가양동,1460,1460,0,한강타운,84.99,201112,15,"36,000",1,1993,허준로 23,서울특별시 강서구 가양동 1460,126.844987319453,37.5713848523162
113,서울특별시 강서구 화곡동,1159,1159,0,"우장산아이파크,이편한세상",84.97,201112,14,"49,000",6,2008,강서로 266,서울특별시 강서구 화곡동 1159,126.838765589968,37.5493547358614
114,서울특별시 강서구 방화동,874,874,0,대림e-편한세상,68.47,201112,14,"28,800",1,2003,양천로6길 57,서울특별시 강서구 방화동 874,126.808182800069,37.5701011122966
115,서울특별시 강서구 방화동,814,814,0,방화5,49.77,201112,14,"22,800",8,1994,금낭화로 287-19,서울특별시 강서구 방화동 814,126.810252932489,37.5771889702167
116,서울특별시 강서구 내발산동,688-4,688,4,수명산태송팰리채,83.709,201112,14,"32,500",7,2008,강서로47마길 15,서울특별시 강서구 내발산동 688-4,126.831304273145,37.5527010674047
117,서울특별시 강서구 내발산동,711-6,711,6,청솔수(711-6),84.92,201112,14,"35,500",8,2007,강서로47마길 71,서울특별시 강서구 내발산동 711-6,126.832485324659,37.5503160972745
118,서울특별시 강서구 등촌동,640,640,0,보람(640),58.93,201112,14,"28,600",10,2002,화곡로 390,서울특별시 강서구 등촌동 640,126.854030081422,37.5579898372935
119,서울특별시 강서구 내발산동,711-6,711,6,청솔수(711-6),84.92,201112,14,"36,300",7,2007,강서로47마길 71,서울특별시 강서구 내발산동 711-6,126.832485324659,37.5503160972745
120,서울특별시 강서구 가양동,1461,1461,0,가양2단지(성지),34.44,201112,14,"14,300",4,1992,허준로 47,서울특별시 강서구 가양동 1461,126.847174411361,37.5704957193283
121,서울특별시 강서구 가양동,1461,1461,0,가양2단지(성지),49.56,201112,14,"23,800",7,1992,허준로 47,서울특별시 강서구 가양동 1461,126.847174411361,37.5704957193283
122,서울특별시 강서구 가양동,1490,1490,0,가양도시개발9-2단지,39.6,201112,14,"20,700",9,1993,허준로 234,서울특별시 강서구 가양동 1490,126.863532908859,37.5587212796979
123,서울특별시 강서구 등촌동,687,687,0,"등촌1,2단지주공아파트",41.85,201112,14,"19,200",5,1995,강서로68길 36,서울특별시 강서구 등촌동 687,126.842430453381,37.5649734120019
124,서울특별시 강서구 내발산동,676-23,676,23,청솔샤르망1001동,84.7449,201112,14,"31,000",2,2004,우장산로4길 40,서울특별시 강서구 내발산동 676-23,126.838734177292,37.5529045325368
125,서울특별시 강서구 방화동,880,880,0,치현마을동일스위트리버,84.9829,201112,13,"36,250",6,2004,금낭화로24가길 28,서울특별시 강서구 방화동 880,126.815824055163,37.5792934130853
126,서울특별시 강서구 가양동,448-1,448,1,가양강나루현대,84.98,201112,13,"42,800",5,1999,양천로 507,서울특별시 강서구 가양동 448-1,126.856971359725,37.5607561619781
127,서울특별시 강서구 내발산동,751,751,0,마곡수명산파크3단지,84.76,201112,13,"41,900",5,2007,수명로1길 110,서울특별시 강서구 내발산동 751,126.824912207374,37.5528192530167
128,서울특별시 강서구 염창동,301,301,0,염창3차보람,84.98,201112,13,"33,800",6,2006,양천로71가길 21,서울특별시 강서구 염창동 301,126.873826815673,37.5528773294775
129,서울특별시 강서구 등촌동,701,701,0,"진로,미주아파트",84.96,201112,13,"30,000",3,1994,공항대로 351-21,서울특별시 강서구 등촌동 701,126.847028675022,37.559838467768
130,서울특별시 강서구 염창동,295,295,0,성원,59.91,201112,12,"24,800",3,2001,양천로69길 65,서울특별시 강서구 염창동 295,126.872085952226,37.5555795293289
131,서울특별시 강서구 화곡동,1145,1145,0,우장산롯데캐슬,85.0,201112,12,"52,000",16,2003,공항대로 382,서울특별시 강서구 화곡동 1145,126.848318501804,37.5556368030986
132,서울특별시 강서구 염창동,288,288,0,현대1,84.84,201112,12,"35,000",9,1994,양천로75길 57,서울특별시 강서구 염창동 288,126.875104087032,37.552852468414
133,서울특별시 강서구 가양동,1490,1490,0,가양도시개발9-2단지,34.44,201112,12,"17,200",14,1993,허준로 234,서울특별시 강서구 가양동 1490,126.863532908859,37.5587212796979
134,서울특별시 강서구 염창동,297,297,0,월드메르디앙,84.98,201112,12,"42,000",5,2004,양천로71길 38,서울특별시 강서구 염창동 297,126.872794958712,37.5527980157628
135,서울특별시 강서구 염창동,298,298,0,일신건영휴먼빌,84.93,201112,12,"35,000",9,2004,양천로71가길 22,서울특별시 강서구 염창동 298,126.873427807174,37.5521253803936
136,서울특별시 강서구 방화동,841,841,0,장미,49.2,201112,12,"22,000",8,1994,양천로 125,서울특별시 강서구 방화동 841,126.81749374049,37.5742998188535
137,서울특별시 강서구 화곡동,361-1,361,1,대림e편한세상,110.26,201112,12,"37,000",9,1992,월정로 160,서울특별시 강서구 화곡동 361-1,126.837356988102,37.5336462319505
138,서울특별시 강서구 등촌동,702,702,0,주공10,58.14,201112,12,"29,700",7,1995,화곡로63가길 71,서울특별시 강서구 등촌동 702,126.848366667212,37.5623617210231
139,서울특별시 강서구 염창동,293,293,0,한강동아,59.97,201112,12,"21,900",1,1998,양천로73길 80,서울특별시 강서구 염창동 293,126.874209750249,37.5539729003829
140,서울특별시 강서구 화곡동,1145,1145,0,우장산롯데캐슬,85.0,201112,12,"50,600",10,2003,공항대로 382,서울특별시 강서구 화곡동 1145,126.848318501804,37.5556368030986
141,서울특별시 강서구 가양동,1485,1485,0,가양6단지,49.5,201112,12,"24,750",8,1992,허준로 175,서울특별시 강서구 가양동 1485,126.859294056062,37.5632291233676
142,서울특별시 강서구 화곡동,1091,1091,0,화곡푸르지오,156.876,201112,12,"64,000",1,2002,화곡로13길 107,서울특별시 강서구 화곡동 1091,126.831442765438,37.5446220190794
143,서울특별시 강서구 등촌동,632-4,632,4,삼성한사랑1,59.73,201112,11,"25,000",17,1997,양천로66길 6,서울특별시 강서구 등촌동 632-4,126.863891749666,37.5552005985963
144,서울특별시 강서구 염창동,282-19,282,19,현대아이파크,78.86,201112,11,"48,000",12,2005,공항대로 637,서울특별시 강서구 염창동 282-19,126.87578331269,37.5475437845075
145,서울특별시 강서구 화곡동,1021-2,1021,2,화곡대진(1021-2),64.38,201112,10,"22,300",7,2007,화곡로21길 83,서울특별시 강서구 화곡동 1021-2,126.836016815886,37.5445596233805
146,서울특별시 강서구 내발산동,753,753,0,마곡수명산파크4단지,59.84,201112,10,"33,000",11,2008,수명로1길 16,서울특별시 강서구 내발산동 753,126.823351155728,37.5512348671569
147,서울특별시 강서구 내발산동,675-6,675,6,신세계5차,84.89,201112,10,"30,700",1,2005,우장산로2길 21-22,서울특별시 강서구 내발산동 675-6,126.838714868938,37.5534619530479
148,서울특별시 강서구 등촌동,676,676,0,태진아름,84.81,201112,10,"37,300",10,1995,등촌로53길 39,서울특별시 강서구 등촌동 676,126.860380385492,37.549652571474
149,서울특별시 강서구 방화동,831,831,0,삼환,134.65,201112,10,"54,500",13,1994,방화대로47가길 22,서울특별시 강서구 방화동 831,126.814663568613,37.5770009123079
150,서울특별시 강서구 방화동,814,814,0,방화5,39.6,201112,10,"19,000",10,1994,금낭화로 287-19,서울특별시 강서구 방화동 814,126.810252932489,37.5771889702167
151,서울특별시 강서구 화곡동,1159,1159,0,"우장산아이파크,이편한세상",84.97,201112,10,"56,000",6,2008,강서로 266,서울특별시 강서구 화곡동 1159,126.838765589968,37.5493547358614
152,서울특별시 강서구 염창동,240-32,240,32,금호타운,59.88,201112,10,"29,000",1,1999,양천로 595,서울특별시 강서구 염창동 240-32,126.865134525013,37.5563178192884
