NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,주소,경도,위도
1,서울특별시 강서구 내발산동,753,753,0,마곡수명산파크4단지,59.84,201012,31,"36,800",8,2008,수명로1길 16,서울특별시 강서구 내발산동 753,126.823351155728,37.5512348671569
2,서울특별시 강서구 화곡동,1159,1159,0,"우장산아이파크,이편한세상",84.97,201012,31,"60,500",20,2008,강서로 266,서울특별시 강서구 화곡동 1159,126.838765589968,37.5493547358614
3,서울특별시 강서구 화곡동,1159,1159,0,"우장산아이파크,이편한세상",84.97,201012,31,"53,600",2,2008,강서로 266,서울특별시 강서구 화곡동 1159,126.838765589968,37.5493547358614
4,서울특별시 강서구 화곡동,1159,1159,0,"우장산아이파크,이편한세상",59.98,201012,31,"44,000",12,2008,강서로 266,서울특별시 강서구 화곡동 1159,126.838765589968,37.5493547358614
5,서울특별시 강서구 화곡동,1159,1159,0,"우장산아이파크,이편한세상",84.97,201012,31,"60,300",7,2008,강서로 266,서울특별시 강서구 화곡동 1159,126.838765589968,37.5493547358614
6,서울특별시 강서구 등촌동,713,713,0,대동황토방2,80.93,201012,31,"40,000",2,2003,공항대로55길 50,서울특별시 강서구 등촌동 713,126.862401758505,37.5551770674789
7,서울특별시 강서구 등촌동,707,707,0,"등촌7,8단지주공아파트",41.85,201012,31,"20,500",10,1994,공항대로43길 104,서울특별시 강서구 등촌동 707,126.851687961989,37.56080406349
8,서울특별시 강서구 등촌동,695,695,0,주공5,58.14,201012,31,"31,000",13,1995,공항대로39길 74,서울특별시 강서구 등촌동 695,126.84486883674,37.5604516606831
9,서울특별시 강서구 등촌동,691-3,691,3,부영,80.64,201012,31,"40,300",5,1994,강서로56나길 110,서울특별시 강서구 등촌동 691-3,126.843641011129,37.5635578457422
10,서울특별시 강서구 방화동,862,862,0,한숲마을대림,84.83,201012,31,"33,000",8,1999,방화대로50길 7,서울특별시 강서구 방화동 862,126.817514165461,37.5772488016698
11,서울특별시 강서구 염창동,268,268,0,관음삼성,59.96,201012,31,"31,200",16,1997,양천로 656,서울특별시 강서구 염창동 268,126.869126258107,37.5525918225659
12,서울특별시 강서구 방화동,839,839,0,방화그린,49.77,201012,30,"20,000",15,1993,방화대로48길 40,서울특별시 강서구 방화동 839,126.818960346599,37.5747821264629
13,서울특별시 강서구 방화동,839,839,0,방화그린,39.76,201012,30,"17,400",7,1993,방화대로48길 40,서울특별시 강서구 방화동 839,126.818960346599,37.5747821264629
14,서울특별시 강서구 방화동,852,852,0,마곡중앙하이츠아파트,59.34,201012,30,"26,100",4,1994,양천로6길 28,서울특별시 강서구 방화동 852,126.806639355477,37.5698046000523
15,서울특별시 강서구 마곡동,1525,1525,0,마곡푸르지오,114.72,201012,30,"69,750",8,2008,방화대로34길 88,서울특별시 강서구 마곡동 1525,126.821678241396,37.5699325188665
16,서울특별시 강서구 방화동,579,579,0,한진로즈힐,84.93,201012,30,"34,000",8,2004,양천로24가길 59,서울특별시 강서구 방화동 579,126.81336525129,37.5715416391155
17,서울특별시 강서구 화곡동,919-1,919,1,유림노르웨이숲(919-1),64.05,201012,30,"22,800",4,2004,곰달래로 96,서울특별시 강서구 화곡동 919-1,126.843935091187,37.5301648129326
18,서울특별시 강서구 화곡동,453-4,453,4,세양(453-4),58.05,201012,30,"16,400",3,2001,곰달래로31다길 15,서울특별시 강서구 화곡동 453-4,126.852088380171,37.5336094690798
19,서울특별시 강서구 가양동,448-1,448,1,가양강나루현대,59.76,201012,30,"34,700",11,1999,양천로 507,서울특별시 강서구 가양동 448-1,126.856971359725,37.5607561619781
20,서울특별시 강서구 등촌동,630-3,630,3,우성,67.68,201012,30,"25,000",11,1992,화곡로68길 115,서울특별시 강서구 등촌동 630-3,126.859701941934,37.55751251764
21,서울특별시 강서구 염창동,291,291,0,현대3,83.71,201012,30,"33,500",14,1996,양천로75길 60,서울특별시 강서구 염창동 291,126.876169884889,37.5519821461266
22,서울특별시 강서구 가양동,1490,1490,0,가양도시개발9-2단지,39.6,201012,29,"19,000",2,1993,허준로 234,서울특별시 강서구 가양동 1490,126.863532908859,37.5587212796979
23,서울특별시 강서구 화곡동,1091,1091,0,화곡푸르지오,84.914,201012,29,"52,000",8,2002,화곡로13길 107,서울특별시 강서구 화곡동 1091,126.831442765438,37.5446220190794
24,서울특별시 강서구 화곡동,1159,1159,0,"우장산아이파크,이편한세상",59.98,201012,29,"42,000",17,2008,강서로 266,서울특별시 강서구 화곡동 1159,126.838765589968,37.5493547358614
25,서울특별시 강서구 방화동,814,814,0,방화5,39.6,201012,29,"18,000",12,1994,금낭화로 287-19,서울특별시 강서구 방화동 814,126.810252932489,37.5771889702167
26,서울특별시 강서구 방화동,839,839,0,방화그린,33.6,201012,29,"13,400",1,1993,방화대로48길 40,서울특별시 강서구 방화동 839,126.818960346599,37.5747821264629
27,서울특별시 강서구 등촌동,653-13,653,13,우당,84.86,201012,29,"24,000",1,1997,공항대로 461-45,서울특별시 강서구 등촌동 653-13,126.858196660534,37.5546046441834
