NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,주소,경도,위도
41,서울특별시 강서구 화곡동,1148,1148,0,우장산롯데,117.24,201512,26,"49,700",8,2004,우장산로 92,서울특별시 강서구 화곡동 1148,126.846487416103,37.552461665687
42,서울특별시 강서구 화곡동,1165,1165,0,강서힐스테이트,84.99,201512,26,"62,000",12,2015,우현로 67,서울특별시 강서구 화곡동 1165,126.840034541157,37.5466340065991
43,서울특별시 강서구 방화동,819,819,0,개화,133.98,201512,26,"55,000",9,1994,금낭화로 167,서울특별시 강서구 방화동 819,126.812541288959,37.5807528992991
44,서울특별시 강서구 가양동,1496,1496,0,일신건영휴먼빌,84.95,201512,26,"45,000",8,2004,강서로 490,서울특별시 강서구 가양동 1496,126.842201078875,37.568917121163
45,서울특별시 강서구 방화동,839,839,0,방화그린,49.77,201512,25,"24,150",9,1993,방화대로48길 40,서울특별시 강서구 방화동 839,126.818960346599,37.5747821264629
46,서울특별시 강서구 염창동,263,263,0,태진한솔,104.82,201512,25,"52,700",13,1994,공항대로71길 54,서울특별시 강서구 염창동 263,126.874025170747,37.5491303816883
47,서울특별시 강서구 방화동,860,860,0,마곡서광(치현마을),59.67,201512,25,"27,000",13,1998,양천로27길 129,서울특별시 강서구 방화동 860,126.819298295646,37.5793097745828
48,서울특별시 강서구 방화동,546-1,546,1,방화3차우림필유,59.89,201512,25,"33,200",5,2005,양천로14길 118,서울특별시 강서구 방화동 546-1,126.808198355281,37.5682727499685
49,서울특별시 강서구 방화동,814,814,0,방화5,49.77,201512,24,"24,500",13,1994,금낭화로 287-19,서울특별시 강서구 방화동 814,126.810252932489,37.5771889702167
50,서울특별시 강서구 화곡동,351-89,351,89,중앙화곡하이츠,56.88,201512,24,"20,000",2,1988,강서로17가길 46,서울특별시 강서구 화곡동 351-89,126.843685242147,37.5357166260267
51,서울특별시 강서구 내발산동,753,753,0,마곡수명산파크4단지,84.53,201512,24,"51,900",12,2008,수명로1길 16,서울특별시 강서구 내발산동 753,126.823351155728,37.5512348671569
52,서울특별시 강서구 등촌동,714,714,0,코오롱하늘채,59.95,201512,24,"31,800",1,2003,공항대로55길 19,서울특별시 강서구 등촌동 714,126.860686283703,37.5543262265236
53,서울특별시 강서구 가양동,448-1,448,1,가양강나루현대,84.98,201512,24,"47,200",22,1999,양천로 507,서울특별시 강서구 가양동 448-1,126.856971359725,37.5607561619781
54,서울특별시 강서구 가양동,03월 14일,14,3,가양우성,84.87,201512,24,"43,900",15,1990,양천로 489,서울특별시 강서구 가양동 03월 14일,,
55,서울특별시 강서구 등촌동,630-3,630,3,우성,47.38,201512,24,"20,000",14,1992,화곡로68길 115,서울특별시 강서구 등촌동 630-3,126.859701941934,37.55751251764
56,서울특별시 강서구 염창동,244-2,244,2,삼성한마음,59.94,201512,24,"31,900",5,1995,양천로 637,서울특별시 강서구 염창동 244-2,126.868290600923,37.5544666796958
57,서울특별시 강서구 염창동,289,289,0,신동아,84.9,201512,24,"39,300",2,1995,양천로67길 32,서울특별시 강서구 염창동 289,126.869050974189,37.5551294880285
58,서울특별시 강서구 방화동,839,839,0,방화그린,39.76,201512,24,"21,000",7,1993,방화대로48길 40,서울특별시 강서구 방화동 839,126.818960346599,37.5747821264629
59,서울특별시 강서구 염창동,258-1,258,1,동아3,59.83,201512,23,"40,300",22,1999,양천로 731,서울특별시 강서구 염창동 258-1,126.877425235008,37.5501995704814
60,서울특별시 강서구 염창동,254-2,254,2,이너스내안에,59.9,201512,23,"34,250",5,2004,양천로75길 22-21,서울특별시 강서구 염창동 254-2,126.876382201086,37.5507409739319
61,서울특별시 강서구 방화동,870,870,0,동부센트레빌,84.96,201512,23,"37,900",2,2003,양천로3길 17,서울특별시 강서구 방화동 870,126.806100290213,37.5732659649631
62,서울특별시 강서구 화곡동,1091,1091,0,화곡푸르지오,125.021,201512,23,"52,000",2,2002,화곡로13길 107,서울특별시 강서구 화곡동 1091,126.831442765438,37.5446220190794
63,서울특별시 강서구 등촌동,694,694,0,대림,123.72,201512,23,"54,000",4,1995,공항대로39길 100,서울특별시 강서구 등촌동 694,126.846655652033,37.5626461178697
64,서울특별시 강서구 마곡동,716,716,0,한솔솔파크,84.87,201512,23,"55,000",12,2005,양천로30길 77,서울특별시 강서구 마곡동 716,126.82331418689,37.569719911244
65,서울특별시 강서구 가양동,1475,1475,0,강변,49.5,201512,23,"29,000",5,1992,허준로 139,서울특별시 강서구 가양동 1475,126.855667621933,37.5652163063579
66,서울특별시 강서구 방화동,831,831,0,방화4단지,100.35,201512,23,"48,500",12,1994,방화대로47가길 22,서울특별시 강서구 방화동 831,126.814663568613,37.5770009123079
67,서울특별시 강서구 등촌동,695,695,0,주공5,37.67,201512,23,"22,500",15,1995,공항대로39길 74,서울특별시 강서구 등촌동 695,126.84486883674,37.5604516606831
68,서울특별시 강서구 마곡동,717,717,0,마곡금호어울림,84.948,201512,23,"46,900",6,2005,양천로47길 94,서울특별시 강서구 마곡동 717,126.837612448089,37.5745942801032
69,서울특별시 강서구 염창동,298,298,0,일신건영휴먼빌,84.93,201512,22,"45,400",4,2004,양천로71가길 22,서울특별시 강서구 염창동 298,126.873427807174,37.5521253803936
70,서울특별시 강서구 가양동,1485,1485,0,가양6단지,49.5,201512,22,"29,500",15,1992,허준로 175,서울특별시 강서구 가양동 1485,126.859294056062,37.5632291233676
71,서울특별시 강서구 화곡동,1091,1091,0,화곡푸르지오,84.914,201512,22,"53,300",14,2002,화곡로13길 107,서울특별시 강서구 화곡동 1091,126.831442765438,37.5446220190794
72,서울특별시 강서구 염창동,303,303,0,강변코아루,84.77,201512,22,"44,900",2,2007,양천로71길 54,서울특별시 강서구 염창동 303,126.873456154135,37.5532976986152
73,서울특별시 강서구 공항동,1374,1374,0,공항동부센트레빌,118.21,201512,22,"52,900",13,2009,남부순환로 11,서울특별시 강서구 공항동 1374,126.808123426326,37.5605922768697
74,서울특별시 강서구 가양동,1475,1475,0,강변,34.44,201512,22,"19,900",5,1992,허준로 139,서울특별시 강서구 가양동 1475,126.855667621933,37.5652163063579
75,서울특별시 강서구 가양동,03월 14일,14,3,가양우성,84.85,201512,22,"41,000",7,1990,양천로 489,서울특별시 강서구 가양동 03월 14일,,
76,서울특별시 강서구 화곡동,918-25,918,25,AndPra레지던스,15.26,201512,22,"12,500",6,2013,곰달래로 110-1,서울특별시 강서구 화곡동 918-25,126.845166221171,37.5303316769324
77,서울특별시 강서구 등촌동,694,694,0,대림,89.975,201512,22,"50,000",4,1995,공항대로39길 100,서울특별시 강서구 등촌동 694,126.846655652033,37.5626461178697
78,서울특별시 강서구 가양동,1495,1495,0,한보구암마을,59.22,201512,21,"30,500",3,1999,허준로 76,서울특별시 강서구 가양동 1495,126.849068747878,37.5680830400427
79,서울특별시 강서구 방화동,814,814,0,방화5,33.18,201512,21,"18,500",11,1994,금낭화로 287-19,서울특별시 강서구 방화동 814,126.810252932489,37.5771889702167
80,서울특별시 강서구 염창동,306,306,0,염창힐스테이트,84.862,201512,21,"50,800",2,2009,양천로73길 24,서울특별시 강서구 염창동 306,126.873552523552,37.551385614756
81,서울특별시 강서구 등촌동,714,714,0,코오롱하늘채,59.95,201512,21,"34,700",12,2003,공항대로55길 19,서울특별시 강서구 등촌동 714,126.860686283703,37.5543262265236
82,서울특별시 강서구 등촌동,676,676,0,태진아름,84.81,201512,21,"39,900",5,1995,등촌로53길 39,서울특별시 강서구 등촌동 676,126.860380385492,37.549652571474
83,서울특별시 강서구 방화동,868,868,0,신안네트빌1단지,84.0164,201512,21,"37,850",12,2002,양천로14길 37,서울특별시 강서구 방화동 868,126.810174645333,37.5710588449288
84,서울특별시 강서구 화곡동,924-17,924,17,유원펠리체(924-17),42.85,201512,20,"18,500",6,2012,곰달래로18길 21,서울특별시 강서구 화곡동 924-17,126.841549444335,37.5292406333799
85,서울특별시 강서구 가양동,1490,1490,0,가양도시개발9-2단지,34.44,201512,20,"21,000",4,1993,허준로 234,서울특별시 강서구 가양동 1490,126.863532908859,37.5587212796979
86,서울특별시 강서구 염창동,244-2,244,2,삼성한마음,59.94,201512,20,"34,000",11,1995,양천로 637,서울특별시 강서구 염창동 244-2,126.868290600923,37.5544666796958
87,서울특별시 강서구 방화동,873,873,0,마곡우림1차아파트,84.971,201512,19,"40,000",6,2003,양천로24길 34,서울특별시 강서구 방화동 873,126.815007497084,37.5718718253448
88,서울특별시 강서구 방화동,819,819,0,개화,101.86,201512,19,"43,500",9,1994,금낭화로 167,서울특별시 강서구 방화동 819,126.812541288959,37.5807528992991
89,서울특별시 강서구 염창동,262-2,262,2,대림,59.94,201512,19,"31,500",11,1999,공항대로75길 42,서울특별시 강서구 염창동 262-2,126.875776069072,37.5482264632628
90,서울특별시 강서구 염창동,280,280,0,극동상록수,84.96,201512,19,"47,300",15,1999,공항대로71길 31,서울특별시 강서구 염창동 280,126.872117460239,37.5489294807352
91,서울특별시 강서구 방화동,796,796,0,신동아,59.4,201512,19,"29,800",12,1995,방화대로37길 15,서울특별시 강서구 방화동 796,126.815959544966,37.5701024996432
92,서울특별시 강서구 내발산동,672-15,672,15,원다벨라빌,84.0152,201512,19,"33,000",2,2001,우장산로6길 21,서울특별시 강서구 내발산동 672-15,126.840597935799,37.5536085796559
93,서울특별시 강서구 방화동,887,887,0,개화산경남아너스빌,67.06,201512,19,"33,750",2,2007,양천로14가길 23,서울특별시 강서구 방화동 887,126.808517006052,37.5718931011357
94,서울특별시 강서구 등촌동,695,695,0,주공5,58.14,201512,18,"32,000",15,1995,공항대로39길 74,서울특별시 강서구 등촌동 695,126.84486883674,37.5604516606831
95,서울특별시 강서구 방화동,894,894,0,강서센트레빌3차(894-0),72.43,201512,18,"45,000",10,2009,방화대로41길 9,서울특별시 강서구 방화동 894,126.816127880729,37.5712478353642
96,서울특별시 강서구 방화동,814,814,0,방화5,33.18,201512,18,"19,000",11,1994,금낭화로 287-19,서울특별시 강서구 방화동 814,126.810252932489,37.5771889702167
97,서울특별시 강서구 방화동,831,831,0,방화4단지,134.61,201512,18,"47,000",2,1994,방화대로47가길 22,서울특별시 강서구 방화동 831,126.814663568613,37.5770009123079
98,서울특별시 강서구 등촌동,631-9,631,9,대동황토방,59.94,201512,18,"32,900",9,2000,공항대로59길 103,서울특별시 강서구 등촌동 631-9,126.862254058442,37.5559200375489
99,서울특별시 강서구 등촌동,694,694,0,대림,123.72,201512,18,"55,000",16,1995,공항대로39길 100,서울특별시 강서구 등촌동 694,126.846655652033,37.5626461178697
100,서울특별시 강서구 등촌동,632-4,632,4,삼성한사랑1,84.99,201512,18,"40,900",19,1997,양천로66길 6,서울특별시 강서구 등촌동 632-4,126.863891749666,37.5552005985963
101,서울특별시 강서구 등촌동,702,702,0,주공10,58.14,201512,18,"34,700",11,1995,화곡로63가길 71,서울특별시 강서구 등촌동 702,126.848366667212,37.5623617210231
102,서울특별시 강서구 염창동,299,299,0,강변힐스테이트,84.99,201512,18,"53,000",10,2005,양천로75길 19,서울특별시 강서구 염창동 299,126.874542960241,37.5512518819948
103,서울특별시 강서구 공항동,10월 14일,14,10,스카이,83.36,201512,18,"24,500",5,2000,공항대로7길 40,서울특별시 강서구 공항동 10월 14일,,
104,서울특별시 강서구 내발산동,759,759,0,마곡수명산파크6단지,84.68,201512,18,"49,000",6,2007,수명로2길 63,서울특별시 강서구 내발산동 759,126.825729445463,37.5503706507753
105,서울특별시 강서구 화곡동,901-10,901,10,일현세일,111.28,201512,18,"31,500",7,2003,강서로5가길 50,서울특별시 강서구 화곡동 901-10,126.845279124156,37.529129619634
106,서울특별시 강서구 화곡동,1145,1145,0,우장산롯데캐슬,134.99,201512,18,"68,000",1,2003,공항대로 382,서울특별시 강서구 화곡동 1145,126.848318501804,37.5556368030986
107,서울특별시 강서구 마곡동,1577,1577,0,마곡나루경남아파트,84.29,201512,18,"41,300",2,1991,양천로30길 108,서울특별시 강서구 마곡동 1577,126.822338113508,37.5680972870618
108,서울특별시 강서구 가양동,1500,1500,0,강서한강자이,84.9903,201512,18,"64,800",18,2013,양천로55길 55,서울특별시 강서구 가양동 1500,126.849144523266,37.5664868440078
109,서울특별시 강서구 가양동,448-1,448,1,가양강나루현대,84.98,201512,18,"45,000",4,1999,양천로 507,서울특별시 강서구 가양동 448-1,126.856971359725,37.5607561619781
110,서울특별시 강서구 화곡동,409-248,409,248,미성아파트(연립),66.42,201512,17,"20,500",1,1987,초록마을로 176,서울특별시 강서구 화곡동 409-248,126.844878864704,37.5359547123781
111,서울특별시 강서구 등촌동,688,688,0,주공3,58.14,201512,17,"34,000",15,1995,강서로56나길 37,서울특별시 강서구 등촌동 688,126.841111422493,37.5616418349754
112,서울특별시 강서구 가양동,1459,1459,0,동신대아,164.25,201512,17,"65,000",7,1993,강서로 532,서울특별시 강서구 가양동 1459,126.843356532019,37.5721731420165
113,서울특별시 강서구 가양동,1461,1461,0,가양2단지(성지),39.6,201512,17,"22,000",7,1992,허준로 47,서울특별시 강서구 가양동 1461,126.847174411361,37.5704957193283
114,서울특별시 강서구 화곡동,918-25,918,25,AndPra레지던스,15.26,201512,17,"12,500",7,2013,곰달래로 110-1,서울특별시 강서구 화곡동 918-25,126.845166221171,37.5303316769324
115,서울특별시 강서구 가양동,1495,1495,0,한보구암마을,84.39,201512,16,"36,500",4,1999,허준로 76,서울특별시 강서구 가양동 1495,126.849068747878,37.5680830400427
116,서울특별시 강서구 등촌동,716,716,0,등촌6차보람,61.908,201512,16,"30,000",4,2005,화곡로66길 174,서울특별시 강서구 등촌동 716,126.86207258551,37.5541077404634
117,서울특별시 강서구 등촌동,695,695,0,주공5,58.14,201512,16,"36,000",9,1995,공항대로39길 74,서울특별시 강서구 등촌동 695,126.84486883674,37.5604516606831
118,서울특별시 강서구 등촌동,688,688,0,주공3,58.14,201512,16,"35,000",13,1995,강서로56나길 37,서울특별시 강서구 등촌동 688,126.841111422493,37.5616418349754
119,서울특별시 강서구 등촌동,638,638,0,서광등촌마을아파트,84.93,201512,16,"44,000",14,1999,공항대로45길 68-6,서울특별시 강서구 등촌동 638,126.857444510012,37.5578771499458
120,서울특별시 강서구 염창동,254-2,254,2,이너스내안에,59.9,201512,16,"34,900",5,2004,양천로75길 22-21,서울특별시 강서구 염창동 254-2,126.876382201086,37.5507409739319
121,서울특별시 강서구 화곡동,1091,1091,0,화곡푸르지오,125.021,201512,16,"59,500",4,2002,화곡로13길 107,서울특별시 강서구 화곡동 1091,126.831442765438,37.5446220190794
122,서울특별시 강서구 화곡동,1140,1140,0,태영방송인,84.93,201512,16,"34,000",13,2000,등촌로13자길 74,서울특별시 강서구 화곡동 1140,126.853718008874,37.5375126483632
123,서울특별시 강서구 염창동,302,302,0,염창2차한화꿈에그린,84.99,201512,16,"49,500",10,2006,공항대로63길 16,서울특별시 강서구 염창동 302,126.866856399748,37.5517172093603
124,서울특별시 강서구 방화동,860,860,0,마곡서광(치현마을),59.67,201512,16,"26,300",14,1998,양천로27길 129,서울특별시 강서구 방화동 860,126.819298295646,37.5793097745828
125,서울특별시 강서구 등촌동,702,702,0,주공10,58.14,201512,15,"35,900",8,1995,화곡로63가길 71,서울특별시 강서구 등촌동 702,126.848366667212,37.5623617210231
126,서울특별시 강서구 방화동,875,875,0,방화동동부센트레빌(875번지),84.97,201512,15,"47,500",15,2003,방화대로45길 32,서울특별시 강서구 방화동 875,126.814976041476,37.574703238848
127,서울특별시 강서구 염창동,303,303,0,강변코아루,114.78,201512,15,"57,450",9,2007,양천로71길 54,서울특별시 강서구 염창동 303,126.873456154135,37.5532976986152
128,서울특별시 강서구 화곡동,917-16,917,16,태영그린(917-16),69.68,201512,15,"23,700",5,2004,곰달래로22길 14,서울특별시 강서구 화곡동 917-16,126.844045984658,37.5297199551882
129,서울특별시 강서구 화곡동,1091,1091,0,화곡푸르지오,84.914,201512,15,"51,200",4,2002,화곡로13길 107,서울특별시 강서구 화곡동 1091,126.831442765438,37.5446220190794
130,서울특별시 강서구 화곡동,1139,1139,0,초록,59.34,201512,15,"32,500",5,1998,강서로45다길 30-27,서울특별시 강서구 화곡동 1139,126.833623087174,37.545684414842
131,서울특별시 강서구 방화동,839,839,0,방화그린,33.6,201512,14,"16,500",10,1993,방화대로48길 40,서울특별시 강서구 방화동 839,126.818960346599,37.5747821264629
132,서울특별시 강서구 가양동,1460,1460,0,한강타운,84.99,201512,14,"43,500",5,1993,허준로 23,서울특별시 강서구 가양동 1460,126.844987319453,37.5713848523162
133,서울특별시 강서구 화곡동,1145,1145,0,우장산롯데캐슬,134.99,201512,14,"72,800",13,2003,공항대로 382,서울특별시 강서구 화곡동 1145,126.848318501804,37.5556368030986
134,서울특별시 강서구 화곡동,918-25,918,25,AndPra레지던스,15.26,201512,14,"12,500",6,2013,곰달래로 110-1,서울특별시 강서구 화곡동 918-25,126.845166221171,37.5303316769324
135,서울특별시 강서구 등촌동,561-1,561,1,대림e편한세상,84.96,201512,14,"42,000",1,2002,등촌로 137,서울특별시 강서구 등촌동 561-1,126.862627931358,37.5421371866212
136,서울특별시 강서구 방화동,874,874,0,대림e-편한세상,67.68,201512,14,"32,000",2,2003,양천로6길 57,서울특별시 강서구 방화동 874,126.808182800069,37.5701011122966
137,서울특별시 강서구 방화동,879,879,0,"월드메르디앙201동,202동",84.93,201512,14,"38,400",3,2004,양천로1길 117,서울특별시 강서구 방화동 879,126.810195416508,37.5746050093498
138,서울특별시 강서구 방화동,862,862,0,한숲마을대림,84.83,201512,14,"35,000",13,1999,방화대로50길 7,서울특별시 강서구 방화동 862,126.817514165461,37.5772488016698
139,서울특별시 강서구 화곡동,1091,1091,0,화곡푸르지오,84.914,201512,13,"49,000",11,2002,화곡로13길 107,서울특별시 강서구 화곡동 1091,126.831442765438,37.5446220190794
140,서울특별시 강서구 등촌동,688,688,0,주공3,58.14,201512,13,"37,300",5,1995,강서로56나길 37,서울특별시 강서구 등촌동 688,126.841111422493,37.5616418349754
141,서울특별시 강서구 등촌동,695,695,0,주공5,37.67,201512,13,"25,400",5,1995,공항대로39길 74,서울특별시 강서구 등촌동 695,126.84486883674,37.5604516606831
142,서울특별시 강서구 방화동,852,852,0,마곡중앙하이츠아파트,51.03,201512,13,"26,000",14,1994,양천로6길 28,서울특별시 강서구 방화동 852,126.806639355477,37.5698046000523
143,서울특별시 강서구 화곡동,1091,1091,0,화곡푸르지오,104.75,201512,13,"54,500",14,2002,화곡로13길 107,서울특별시 강서구 화곡동 1091,126.831442765438,37.5446220190794
144,서울특별시 강서구 마곡동,716,716,0,한솔솔파크,84.87,201512,13,"52,800",11,2005,양천로30길 77,서울특별시 강서구 마곡동 716,126.82331418689,37.569719911244
145,서울특별시 강서구 가양동,1475,1475,0,강변,39.6,201512,12,"22,650",2,1992,허준로 139,서울특별시 강서구 가양동 1475,126.855667621933,37.5652163063579
146,서울특별시 강서구 염창동,254-2,254,2,이너스내안에,59.9,201512,12,"34,000",6,2004,양천로75길 22-21,서울특별시 강서구 염창동 254-2,126.876382201086,37.5507409739319
147,서울특별시 강서구 염창동,305,305,0,염창1차보람더하임,84.97,201512,12,"50,400",7,2008,양천로 666,서울특별시 강서구 염창동 305,126.870295152244,37.5516285043884
148,서울특별시 강서구 염창동,258-1,258,1,동아3,59.7,201512,12,"28,000",1,1999,양천로 731,서울특별시 강서구 염창동 258-1,126.877425235008,37.5501995704814
149,서울특별시 강서구 가양동,448-1,448,1,가양강나루현대,59.76,201512,12,"39,000",15,1999,양천로 507,서울특별시 강서구 가양동 448-1,126.856971359725,37.5607561619781
150,서울특별시 강서구 가양동,1475,1475,0,강변,49.5,201512,12,"30,300",6,1992,허준로 139,서울특별시 강서구 가양동 1475,126.855667621933,37.5652163063579
151,서울특별시 강서구 가양동,1475,1475,0,강변,39.6,201512,12,"23,000",10,1992,허준로 139,서울특별시 강서구 가양동 1475,126.855667621933,37.5652163063579
152,서울특별시 강서구 가양동,1462,1462,0,강서한강월드메르디앙,84.9,201512,12,"47,150",11,2006,허준로 16-9,서울특별시 강서구 가양동 1462,126.844048489743,37.5698507539742
153,서울특별시 강서구 화곡동,354-54,354,54,화곡동복지,53.94,201512,12,"11,127",4,1974,강서로17라길 3,서울특별시 강서구 화곡동 354-54,126.840266532089,37.532625045201
